,size,Group,Verse text
Nu 20:6,1,3-5,"Mojžíš a Áron nechavše lid, vešli do stánku úmluvy, padli na tvář až k zemi [a volali k Hospodinu: Hospodine, Bože, uslyš křik tohoto lidu a otevři jim poklad svůj, studnici vody živé, aby, když se napijí, přestali reptati]. Tu se nad nimi ukázala velebnost Hospodinova"
Ex 12:14,1,3-5,"Den tento bude vám dnem památným; bude vám svátkem na věky, který slaviti budete ve (všech) svých pokoleních."
Mk 5:41,1,3-5,"A vzav dívku za ruku, řekl jí: „Talítha, kúmi,“ to jest v překladě: „Dívko, (tobě pravím), vstaň.“"
Mt 5:16,1,3-5,"Tak svěť světlo vaše před lidmi, ať vidí skutky vaše dobré, a slaví Otce vašeho, kterýž jest v nebesích."
Mt 2:2,1,3-5,"řkouce: „Kde jest ten novorozený král židovský? Neboť viděli jsme hvězdu jeho na východě, i přišli jsme poklonit se jemu.“"
Mt 2:11,1,6-10,"I vešedše do domu, nalezli dítko s Marií, matkou jeho, a padše, klaněli se jemu, a otevřevše poklady své, obětovali mu dary: zlato, kadidlo a myrrhu."
R 8:23,1,3-5,"A nejen ono, nýbrž i my, ač máme prvotiny Ducha, i my sami v sobě sténáme, očekávajíce synovství, (totiž) vykoupení těla svého. "
L 10:27,1,6-10,"On odpověděv, řekl: Milovati budeš Pána Boha svého, z celého srdce svého, a z celé duše své, a ze vší síly své, i ze vší mysli své: a bližního svého jako sebe samého."
L 21:6,1,21+,"„Přijdou dnové, ve kterých z toho, co vidíte, nezůstane kámen na kameni, který by nebyl rozbořen.“"
Mt 6:33,1,21+,"Ale hledejte nejprv království Božího a spravedlnosti jeho, a toto vše bude vám přidáno."
1K 15:55,1,6-10,"Kde jest, ó smrti, vítězství tvé? Kde jest, ó smrti, osten tvůj?“"
Ex 20:13/Dt 5:17,1,21+,Nezabiješ.
2K 11:23,1,3-5,"Služebníky Kristovými jsou? Jako nesmyslný pravím: Já více. V prácech (jsem býval) přehojně, ve vězeních přehojně, v ranách nad míru, v nebezpečenství smrti častokrát."
Sk 2:2,1,3-5,"Tu povstal náhle s nebe hukot, jako když táhne vítr silný, a naplnil dům, kde seděli;"
L 23:34,1,21+,"Ježíš řekl: „Otče, odpusť jim, vždyť nevědí, co činí.“ Když si chtěli rozděliti mezi sebe jeho šaty, metali losy."
2K 6:14,1,3-5,Netáhněte jha s nevěřícími. Nebo jaký jest spolek spravedlnosti s nepravostí? A jaké obcování světla s temnostmi?
Mt 4:9,1,11-15,"a řekl: „Toto všecko tobě dám, jestliže padna, budeš se mi klaněti.“"
J 13:35,1,3-5,"Po tom poznají všichni, že jste učeníci moji, budete-li míti lásku jedni k druhým.“"
1J 5:7,1,3-5,"Jsou zajisté tři, kteří vydávají svědectví na nebi, Otec, Slovo a Duch svatý; a tito tři jedno jsou;"
Mt 22:39,1,21+,Druhé pak jest podobné tomu: Milovati budeš bližního svého jako sebe samého.
J 10:11,1,21+,Jáť jsem Pastýř dobrý. Dobry Pastýř duši svou dává za ovce své.
L 2:14,1,21+,"Sláva na výsostech Bohu, a na zemi pokoj, lidem dobrá vůle."
Sk 9:4,1,6-10,"a on pad na zem uslyšel hlas, an k němu praví: „Šavle, Šavle, proč mě pronásleduješ?“"
1Kr 12:4,1,3-5,"Otec tvůj ztížil jho naše; protož nyní polehč služby otce svého tvrdé a břemena jeho těžkého, kteréž vzložil na nás, a budeme tobě sloužiti."
Gn 2:9,1,3-5,"A vyvedl Hospodin Bůh z země všeliký strom na pohledění libý, a ovoce k jídlu chutné; též strom života u prostřed ráje, i strom vědění dobrého a zlého."
Sk 5:29,1,11-15,Petr a apoštolově odpověděli: „Více sluší poslouchati Boha než lidí.
Mt 4:4,1,21+,Kterýž odpovídaje řekl: Psáno-ť jest: Ne samým chlebem živ jest člověk: ale každým slovem kteréž vychází z ust Božích.
L 19:46,1,3-5,"řka jim: „Psáno jest: Dům můj jest dům modlitby, vy však jste jej učinili peleší lotrovskou.“"
Mt 11:28,1,21+,"„Pojďte ke mně všichni, kteří těžce pracujete a jste přetíženi, a já vám dám odpočinek."
L 9:35,1,3-5,"A hlas přišel z oblaku řkoucí: „Tento jest Syn můj milý, toho poslouchejte.“"
2P 1:17,1,16-20,"Obdržel zajisté od Boha Otce čest i slávu, když se stal k němu takovýto hlas od velikolepé slávy: „Tento jest Syn můj milý, v němž jsem si zalíbil. (Jeho poslouchejte.“)"
L 18:10,1,3-5,"„Dva lidé vstoupili do chrámu, aby se modlili, jeden fariseus a druhý celník."
L 18:11,1,6-10,"Fariseus postaviv se modlil se sám u sebe takto: ,Bože, děkuji tobě, že nejsem jako jiní lidé, lupiči, nespravedliví, cizoložnici, aneb jako i tento celník."
Mt 23:12,1,3-5,"Kdo se povyšuje, bývá ponížen, kdo se ponižuje, bývá povýšen."
Mt 6:12,1,21+,"A odpusť nám naše viny, jakož i my odpouštíme naším viníkům."
Mt 6:11/L 11:3,1,21+,Chléb náš vezdejší dej nám dnes.
Ex 20:15/Dt 5:19,1,21+,Nepokradeš.
L 18:31,1,3-5,"Potom Ježíš pojav k sobě dvanácte, řekl jim: „Hle vstupujeme do Jerusalema, a dokoná se tam všecko, co psáno jest skrze proroky o Synu člověka;"
L 18:34,1,3-5,"A oni tomu nic nesrozuměli, a bylo slovo to skryto před nimi, a nesrozuměli, co se pravilo."
Z 127:1,1,6-10,"Píseň stupňů, Šalomounova. Nebude-li Hospodin stavěti domu, nadarmo usilují ti, kteříž stavějí jej; nebude-li Hospodin ostříhati města, nadarmo bdí strážný."
Mk 16:16,1,6-10,"Kdo uvěří a bude pokřtěn, bude spasen; kdo neuvěří, bude odsouzen."
Ef 6:2,1,21+,"„Cti otce svého i matku svou“, to jest první přikázání se zaslíbením,"
J 1:14,1,11-15,"A Slovo Tělem učiněno jest, a přebývalo mezi námi: a viděli sme slávu jeho, slávu jakožto jednorozeného od Otce, plného milosti a pravdy."
Gn 3:19,1,16-20,"V potu tváře jísti budeš chléb, dokud se nevrátíš do země, ze které jsi vzat. Ano, prach jsi, a v prach se navrátíš."
Mt 22:21,1,11-15,"Řkou jemu: „Císařův.“ Tu řekl jim: „Dávejte tedy, co jest císařovo, císaři, a co jest Božího, Bohu.“"
Mt 7:21,1,21+,"Ne každý, kdož mi říká: Pane, Pane, vejde do království nebeského, ale ten, kdož činí vůli Otce mého, kterýž v nebesích jest."
Pr 26:27,1,21+,"Kdo (jinému) jámu kopá, (sám) do ní padá, a kdo valí kámen, bude ním zavalen."
Mt 27:25,1,21+,"A odpověděv všecken lid, řekl: Krev jeho na nás, i na naše syny."
Mt 16:24,1,6-10,"Tehdy řekl Ježíš učedlníkům svým: Chce-li kdo za mnou přijíti, zapřiž sebe sám, a vezmi kříž svůj, a následúj mne."
Mt 13:24,1,3-5,"Jiné podobenství předložil jim řka: „Podobné jest království nebeské člověku, který nasel dobrého semene na poli svém;"
Mt 13:30,1,3-5,"Nechte ať obé spolu roste až do žně. A v čas žně dím žencům: Vytrhejte nejprv koukol a svažte jej v snopky k spálení, ale pšenici shromažďte do stodoly mé."
L 9:55,1,3-5,"Ale on obrátiv se, pokáral je řka: „Nevíte, čího ducha jste."
J 6:48,1,3-5,Jáť jsem Chléb života.
J 8:12,1,11-15,"Tu Ježíš mluvil k nim opět řka: „Já jsem světlo světa; kdo mě následuje, nebude choditi ve tmě, nýbrž bude míti světlo života.“"
J 11:25,1,16-20,"Řekl jí Ježíš: „Já jsem vzkříšení a život; kdo věří ve mne, byť i umřel, živ bude,"
L 11:23,1,3-5,"Kdo není se mnou, proti mně jest, a kdo neshromažďuje se mnou, rozptyluje."
Mt 12:30,1,6-10,"Kdož není se mnou, proti mně jest; a kdo neshromažďuje se mnou, rozptylujeť."
Mt 8:25,1,6-10,"I přistoupili k němu učeníci jeho a zbudili ho řkouce: „Pane, zachovej nás, hyneme.“"
J 6:56,1,3-5,"Kdo jí mé tělo a pije mou krev, ve mně přebývá a já v něm."
Mt 16:18,1,21+,"I já pravím tobě: Ty jsi Petr (t. j. skála), a na té skále vzdělám cirkev svou, a brány pekelné jí nepřemohou."
J 20:23,1,3-5,"kterým odpustíte hříchy, odpouštějí se jim a kterým zadržíte, zadrženy jsou.“"
L 16:9,1,6-10,"I jáť pravím vám: Čiňte sobě přátely z mamony nepravosti, aby, když byste zhynuli, přijali vás do oněch věčných stanů."
Mt 22:42,1,11-15,„Co se vám zdá o Kristu? Čí jest syn? “Řkou jemu: „Davidův.“
Mt 6:9,1,11-15,"A protož vy takto se budete modliti: Otčenáš, jenž jsi na nebesích: posvěť se jméno tvé."
L 9:23,1,3-5,"A řekl ke všem: „Chce-li kdo za mnou přijíti, zapři sebe sám a vezmi kříž svůj každodenně a následuj mne."
Mk 12:30,1,3-5,a milovati budeš Pána Boha svého z celého srdce svého a z celé duše své a ze vší mysli své a ze vší síly své. To jest první přikázání.
2K 1:2/Fp 1:2/2Te 1:2/1K 1:3/Ef 1:2/Ga 1:3,1,6-10,"Milost vám a pokoj od Boha, našeho Otce, a Pána Ježíše Krista, "
Zj 14:13,1,6-10,"I slyšel sem hlas z Nebe řvoucí ke mně: Piš: Blahoslavení mrtví, kteříž v pánu umírají. Již od této chvíle praví Duch, aby odpočinuli od prácí svých: nebo skutkové jejich následují jich."
J 16:16,1,3-5,"„Maličko, a již neuzříte mne, a opět maličko, a uzříte mě, poněvadž jdu k Otci.“"
R 13:1,1,3-5,"Každá duše vrchnostem poddána buď. Neboť není vrchnosti, jediné od Boha, a kteréž vrchnosti jsou, od Boha zřízené jsou."
1K 13:2,1,3-5,"A bychť měl proroctví, a povědom byl všelikého tajemství i všelikého umění, a kdybych měl tak velikou víru, že bych hory přenášel, lásky pak kdybych neměl, nic nejsem."
L 11:17,1,3-5,"Ale on znaje myšlení jejich řekl jim: „Každé království proti sobě rozdělené zpustne, a dům na dům padne."
1K 3:11,1,3-5,"Nebo základu jiného žádný položiti nemůž, mimo ten, kterýž položen jest, jenž jest Ježíš Kristus."
Ga 2:20,1,3-5,"S Kristem ukřižován jsem. Živť jsem pak již ne já, ale živ jest ve mně Kristus. Že pak nyní živ jsem v těle, u víře Syna Božího živ jsem, kterýž zamiloval mne, a vydal sebe samého za mne."
Mk 16:17,1,3-5,"Těch pak, kteří uvěří, budou následovati tyto zázraky: Ve jménu mém budou zlé duchy vymítati, novými jazyky mluviti,"
Mt 18:35,1,3-5,"Takť i Otec můj nebeský učiní vám, jestliže neodpustíte jeden každý bratru svému z srdcí svých provinění jejich."
L 24:26,1,6-10,"Zdaliž nemusil těch věcí trpěti Kristus, a tak vjíti do slávy své?"
Mt 11:29,1,16-20,"Vezměte jho mé na sebe a učte se ode mne, neboť jsem tichý a pokorný srdcem; a naleznete pokoj duším svým;"
Mk 10:23,1,3-5,"A pohleděv vůkol Ježíš, dí učedlníkům svým: Jak nesnadně ti, kteříž statky mají, vejdou do království Božího."
Mt 11:3,1,6-10,"Řekl jemu: Ty-li jsi ten, kterýž přijíti má, čili jiného čekati máme?"
J 1:29,1,6-10,"Druhého dne Jan uzřel Ježíše, an jde k němu; i řekl: „Ejhle Beránek Boží, který snímá hříchy světa."
Mk 15:34,1,11-15,"a v hodinu devátou Ježíš zvolal hlasem velikým: „Eloi, Eloi, lamma sabaktani?“ to jest v překladě: „Bože můj, Bože můj, proč jsi mě opustil?“"
Mt 27:46,1,11-15,"Kolem tří hodin vzkřikl Ježíš hlasitě: „Eli, Eli, lema sabachthani?“, to jest „Můj Bože, můj Bože, proč jsi mě opustil?“"
Mt 18:7,1,6-10,"Běda světu pro pohoršení. Ačkoli musí býti, aby přicházela pohoršení, ale však běda člověku, skrze něhož přichází pohoršení."
L 10:16,1,6-10,"Kdož vás slyší, mne slyší; a kdo vámi pohrdá, mnou pohrdá; kdož pak mnou pohrdá, pohrdáť tím, kdož mne poslal."
J 17:5,1,3-5,"A nyní oslaviž ty mne, Otče, u sebe samého touž slavou, kterouž jsem měl u tebe, prvé nežli svět byl."
1K 15:20,1,6-10,"Ale Kristus vstal z mrtvých, jako první ze zesnulých. "
Mt 19:12,1,3-5,"Jsouť zajisté panicové, kteříž se tak z života matky zrodili; a jsouť panicové, kteříž učiněni jsou od lidí; a jsouť panicové, kteříž se sami v panictví oddali pro království nebeské. Kdo může pochopiti, pochop."
Mt 12:45,1,21+,"Tehdy jde,"
Mt 6:10,1,21+,"Přiď Království tvé. Buď vůle tvá, jako v Nebi, tak i na zemi."
Mk 2:5,1,6-10,"A Ježíš vida víru jejich, řekl ochrnulému: „Synu, odpouštějí se tobě hříchové tvoji.“"
Z 51:3,1,6-10,"Smiluj se nade mnou, Bože, podlé milosrdenství svého, podlé množství slitování svých shlaď přestoupení má."
Z 50:3,1,6-10,"Smiluj se nade mnou, Bože, podle velkého milosrdenství svého, a podle množství svých slitování zahlaď nepravost mou."
Mt 28:19,1,6-10,"Jděte tedy, získávejte všecky národy za učedníky, křtěte je ve jméno Otce i Syna i Ducha svatého,"
J 2:4,1,3-5,I dí jí ježíš: Co mně o tobě jest ženo? ještě nepřišla hodina má.
Gn 13:8,1,3-5,"Řekl tedy Abram k Lotovi: Prosím, nechť není sváru mezi mnou, a tebou, a mezi pastýři mými, a pastýři tvými: nebo bratří jsme."
1P 3:18,1,6-10,"Nebo i Kristus jedinou za hříchy trpěl, spravedlivý za nespravedlivé, aby nás přivedl k Bohu, umrtven jsa z strany těla, ale obživen Duchem."
R 4:21,1,6-10,"a nabyl pevného přesvědčení, že Bůh jest mocen i učiniti, co slíbil."
L 3:6,1,3-5,a uzři všeliké tělo spaní Boží.
J 13:1,1,3-5,"Před svátkem pak velikonočním, věda Ježíš, že přišla hodina jeho, aby šel z tohoto světa k Otci, milovav své, kteříž byli na světě, až do konce je miloval."
1S 10:24,1,3-5,"I řekl Samuel všemu lidu: Vidíte-li, koho vyvolil Hospodin, žeť mu není podobného ve všem lidu? Protož zkřikl všecken lid, a řekli: Živ buď král!"
2S 16:18,1,3-5,"Chusaj Absalomovi odpověděl: „Nikoli, neboť toho budu a s tím zůstanu, koho vyvolil Hospodin, veškeren tento lid i všecek Israel."
Mt 13:25,1,3-5,"a když lidé spali, přišel jeho nepřítel, nasel koukole mezi pšenici a odešel."
Mk 10:9,1,6-10,"Nuže, co Bůh spojil, člověk nerozlučuj.“"
Gn 3:5,1,6-10,"Ale ví Bůh, že v kterýkoli den z něho jísti budete, otevrou se oči vaše; a budete jako bohové, vědouce dobré i zlé."
J 14:6,1,21+,Ježíš řekl jemu: „Já jsem cesta a pravda a život; nikdo nepřichází k Otci leč jen skrze mne.
Mt 19:17,1,3-5,"On pak řekl jemu: „Co se mě ptáš o dobrém? Jediný jest dobrý, (Bůh). Chceš-li však vejíti do života, zachovávej přikázání.“"
J 13:15,1,3-5,"Příklad zajisté dal sem vám, abyste jako sem já činil vám, i vy též činili."
Mt 6:24,1,6-10,"Nikdo nemůže dvěma pánům sloužiti; neboť buď bude jednoho nenáviděti a druhého milovati, aneb jednoho se přidrží a druhým pohrdne. Nemůžete Bohu sloužiti a mamoně."
Mt 7:16,1,6-10,"po ovocích jejich poznáte je. Zdaliž zbírají z trní hrozny, aneb z bodláčí fíky?"
J 16:23,1,3-5,"A v ten den nebudete se mne tázati o ničemž. Amen, amen pravím vám: Budete-li zač prositi Otce ve jménu mém, dáť vám."
L 22:48,1,3-5,"Ale Ježíš řekl jemu: „Jidáši, políbením zrazuješ Syna člověka?“"
Sk 26:2,1,3-5,"„Za šťastného se pokládám, králi Agrippo, že mohu dnes hájiti se před tebou proti všemu tomu, z čeho mě židé obvinují,"
J 16:8,1,3-5,"A on když přijde, trestati bude svět z hříchu, a z spravedlnosti, a z soudu."
1Tm 2:4,1,6-10,"Kterýž chce, aby všickni lidé spaseni byli, a k známosti pravdy přišli."
J 3:15,1,11-15,"Aby každý, kdož věří v něho, nezahynul, ale měl život věčný."
R 10:11,1,3-5,"Neboť písmo praví: „Žádný, kdo v něho věří, nebude zahanben.“ "
R 2:6,1,3-5,"Kterýž odplatí jednomu každému podlé skutků jeho,"
J 19:11,1,3-5,"Ježíš odpověděl: „Neměl bys nade mnou pražádné moci, kdyby ti nebyla dána shůry. Proto větší vinu má ten, kdo ti mě vydal.“"
Mt 6:13,1,11-15,A neuvoď nás v pokušení. Ale zbav nás od zlého. Amen.
L 22:19,1,6-10,"A vzav chléb, učinil díky a rozlámav jej, dal jim řka: „Toto jest tělo mé, které se za vás vydává; to čiňte na mou památku.“"
L 6:19,1,3-5,"A všecken zástup hledal se ho dotknouti; nebo moc z něho vycházela, a uzdravovala všecky."
J 8:46,1,6-10,"Kdo z vás bude mne trestati z hříchu? Jestli pravdu pravím vám, proč mi nevěříte?"
L 13:21,1,3-5,"Podobno jest kvasu, který vzavši žena zadělala do tří měřic mouky, až zkynulo všecko.“"
Zj 3:20,1,3-5,"Aj stojím u dveří a tluku: jestliže kdo uslyší hlas můj, a otevře mi dvéře, vejdu-ť k němu: a budu-ť s ním večeřeti, a on se mnou."
Jr 2:13,1,3-5,"– praví Hospodin – neboť dvojí zlo spáchal můj národ: Mne opustili, pramen vody živé, a kopali sobě cisterny, cisterny rozpukané, které nemohou držeti vody."
Mk 10:48,1,11-15,"I domlouvali mu mnozí, aby mlčel, ale on mnohem hlasitěji volal: „Synu Davidův, smiluj se nade mnou.“"
Mt 19:19,1,16-20,cti otce svého i matku svou a milovati budeš bližního svého jako sebe samého.“
Ex 20:14/Dt 5:18,1,16-20,Nesesmilníš.
L 18:42,1,21+,A Ježíš řekl jemu: Prohlédni. Víra tvá tě uzdravila.
Sk 4:20,1,3-5,"nebť nemůžeme nemluviti toho, co sme viděli a slyšeli."
J 4:48,1,6-10,"I řekl jemu Ježíš: Neuzříte-li divů a zázraků, neuvěříte."
L 11:28,1,3-5,"On pak řekl: Anobrž blahoslavení, kteříž slyší slovo Boží, a ostříhají jeho."
Mt 20:1,1,3-5,"Podobno jest Království Nebeské člověku hospodáři, kterýž vyšel na usvitě, aby najal dělníky na vinnici svou."
J 12:13,1,6-10,"nabral ratolestí palmových a vyšli naproti němu a volali: „Hosanna, požehnaný, jenž se béře ve jménu Páně, král israelský.“"
Mt 23:39,1,6-10,"neboť pravím vám: neuzříte mě od této chvíle, dokavad neřeknete: ,Požehnaný, jenž se béře ve jménu Páně.‘“"
L 1:33,1,3-5,a království jeho nebude konce.“
L 1:38,1,3-5,"I řekla Maria: Aj, děvka Páně, staniž mi se podlé slova tvého. I odšel od ní anděl."
Mk 8:34,1,6-10,"A svolav zástup s učedlníky svými, řekl jim: Chce-li kdo za mnou přijíti, zapři sebe sám, a vezmi kříž svůj, a následúj mne."
J 14:27,1,6-10,"Pokoj svůj zůstavuji vám, pokoj svůj dávám vám; ne jako svět dává, já vám dávám. Nermutiž se srdce vaše, aniž se strachuj."
L 18:33,1,3-5,"a když jej zbičují, zabijí ho; ale třetího dne vstane z mrtvých."
L 2:10,1,16-20,"I řekl jim anděl: „Nebojte se, neboť hle, zvěstují vám radost velikou, která bude všemu lidu."
Mt 10:32,1,6-10,"Kdožkoli tedy vyzná mne před lidmi, vyznámť i já jej před Otcem svým, kterýž jest v nebesích."
Mt 10:33,1,6-10,"Kdož by pak mne zapřel před lidmi, zapřímť ho i já před Otcem svým, kterýž jest v nebesích."
Mt 23:9,1,6-10,"A otce nenazývejte sobě na zemi; nebo jeden jest Otec váš, kterýž jest v nebesích."
L 20:25,1,21+,"I řekl jim: „Dávejte tedy, co je císařovo, císaři, a co jest Božího, Bohu.“"
Mk 13:31/Mt 24:35/L 21:33,1,16-20,Nebe a země pominou: ale slova má nepominou.
Mt 20:16,1,21+,"Tak budou poslední prvními a první posledními; neboť mnoho jest povolaných, ale málo vyvolených.“"
Gn 1:2,1,3-5,"Země však byla pustá a prázdná, tma byla nad hlubinou, a duch Boží vznášel se nad vodami."
Zd 1:1,1,3-5,"Proti Šimonovi Čarodějníkovi, a proti jiným kacířům, kteří Anjely příliš vyvyšovali, dokazuje S. Pavel, že Kristus Pán jest Bůh, a proto že jest o mnoho vyšší, nežli Mojžíš, a Proroci, i všickni Anjelé"
L 6:27,1,11-15,"Ale vám-ť pravím kteříž slyšíte: Milůjte nepřátely své, dobře čiňte těm kteříž vás nenávidí."
L 2:34,1,6-10,"A Simeon blahoslavil je a řekl k Marii, matce jeho: „Hle tento jest ustanoven ku pádu a ku povstání mnohých v Israeli a na znamení, jemuž budou odpírati,"
Mt 6:26,1,3-5,"Pohleďte na ptactvo nebeské že neseje, ani nežne, ani neshromažďuje do stodol, a Otec váš nebeský živí je. Nejste-li vy dražší nežli ono?"
J 6:51,1,3-5,"Já jsem chléb živý, jenž s nebe sestoupil."
L 22:31,1,3-5,"I řekl Pán: „Šimone, Šimone, hle, satan vyžádal si vás, aby vás tříbil jako pšenici,"
Mt 16:16,1,6-10,"Odpovídaje Šimon Petr, řekl: Ty jsi Kristus Syn Boha živého."
Z 117:26,1,6-10,"Požehnán buď, jenž přichází ve jménu Páně, žehnáme vám z Hospodinova domu."
L 15:7,1,6-10,"Pravím vám, že tak bude větší radost v nebesích nad jedním hříšníkem pokání činícím, než nad devadesáti devíti spravedlivými, kteří pokání nepotřebují.“"
1K 2:9,1,6-10,"Ale jakož psáno jest: Čehož oko nevídalo, ani ucho neslýchalo, ani na srdce lidské nevstoupilo, co připravil Bůh těm, kteříž jej milují:"
Mt 19:18,1,21+,"Dí jemu: Kterých? Ježíš pak řekl: Nezabiješ, nezcizoložíš, nepokradeš, nepromluvíš křivého svědectví."
R 11:33,1,3-5,"Ó hlubokosti bohatství i moudrosti i umění Božího! Jak jsou nezpytatelní soudové jeho, a nevystižitelné cesty jeho."
1K 13:11,1,3-5,"Dokud jsem byl dítětem, mluvil jsem jako dítě, smýšlel jsem jako dítě, usuzoval jsem jako dítě; když jsem se stal mužem, překonal jsem dětský stupeň. "
Z 118:24,1,6-10,"Tentoť jest den, kterýž učinil Hospodin, a protož radujme se a veselme se v něm."
L 7:14,1,3-5,"A přistoupil, a dotekl se már. (Ti pak kteříž nesli, zastavili se) A řekl: Mládenče, tobě-ť pravím vstaň."
Mt 14:3,1,3-5,"Herodes totiž jal Jana a spoutav jej dal ho do žaláře pro Herodiadu, manželku bratra svého;"
L 5:11,1,3-5,"A přirazivše (lodi) k zemi, opustili všecko a šli za ním."
Z 110:10,1,3-5,Svaté jest a hrozné jeho jméno; počátek moudrosti je bázeň Páně.
Mt 22:16,1,3-5,"I poslali k němu učedlníky své s Herodiány, řkouce: Mistře, víme, že pravdomluvný jsi, a cestě Boží v pravdě učíš, a nedbáš na žádného; nebo nepatříš na osobu lidskou."
Iz 45:8,1,11-15,"Rosu dejte nebesa s hůry, a nejvyšší oblakové dštěte spravedlnost; otevři se země, a ať vzejde spasení, a spravedlnost ať spolu vykvete. Já Hospodin způsobím to."
Mt 18:17,1,6-10,"Pakliť by jich neuposlechl, pověz církvi. Jestliže pak i církve neuposlechne, budiž tobě jako pohan a publikán."
Mt 25:21,1,11-15,"Řekl mu Pán jeho: To dobře, služebníče dobrý a věrný: že si nad málem byl věrný, nad mnohem tebe ustanovím: vejdiž v radost Pána svého."
Mt 25:23,1,11-15,"Řekl mu Pán jeho: To dobře, služebníče dobrý a věrný: že si nad málem byl věrný, nad mnohem tebe ustanovím; vejdiž v radost Pána svého."
1K 8:6,1,3-5,"Ale my máme jediného Boha Otce, z něhož všecko, a my v něm, a jednoho Pána Ježíše Krista, skrze něhož všecko, i my skrze něho."
J 3:21,1,3-5,"Kdo však čini pravdu, jde ke světlu, aby skutkové jeho se zjevili, neboť v Bohu jsou vykonáni."
J 3:20,1,3-5,"Každý zajisté, kdož zle činí, nenávidí světla, a nejde k světlu, aby nebyli trestáni skutkové jeho."
Mt 5:22,1,3-5,"Ale já-ť pravím vám, že každý, kdož se hněvá na bratra svého, hoden bude soudu. Kdož by pak řekl bratru svému rácha, hoden bude rady. A kdož by řekl blázne, hoden bude pekelného ohně"
Gn 4:6,1,3-5,I řekl Pán k němu: Proč si se rozhněval? a proč opadla tvář tvá?
Mk 14:7,1,3-5,"nebo chudé máte vždycky s sebou; a když budete chtíti, můžete jim dobře činiti: mne pak na vždycky máte."
Mt 12:7,1,6-10,"Než kdybyste věděli, co jest to: Milosrdenství chci a ne oběti, nepotupovali byste nevinných."
