,size,Group,Verse text
Zj 7:9,1,3-5,"Potom sem viděl zástup veliký, kteréhož žádný přečísti nemohl, ze všech národů a pokolení, a lidí, i jazyků: ani stojí před trůnem, a před obličejem Beránka, souce oblečeni v bílá roucha: a palmy v rukou jejich:"
L 23:43,1,11-15,"I řekl mu Ježíš: Amen pravím tobě, dnes budeš semnou v Ráji."
Fp 2:10,1,3-5,"aby ve jménu Ježíše každé koleno klekalo Nebeských, Zemských, i Pekelních;"
Nu 20:6,1,3-5,"Mojžíš a Áron nechavše lid, vešli do stánku úmluvy, padli na tvář až k zemi [a volali k Hospodinu: Hospodine, Bože, uslyš křik tohoto lidu a otevři jim poklad svůj, studnici vody živé, aby, když se napijí, přestali reptati]. Tu se nad nimi ukázala velebnost Hospodinova"
J 15:18,1,3-5,"Jestliže svět vás nenávidí, vězte, že mne nenáviděl prve nežli vás."
Ex 12:14,1,3-5,"Den tento bude vám dnem památným; bude vám svátkem na věky, který slaviti budete ve (všech) svých pokoleních."
Mk 5:41,1,3-5,"A vzav dívku za ruku, řekl jí: „Talítha, kúmi,“ to jest v překladě: „Dívko, (tobě pravím), vstaň.“"
Mt 5:16,1,6-10,"Tak svěť světlo vaše před lidmi, ať vidí skutky vaše dobré, a slaví Otce vašeho, kterýž jest v nebesích."
J 15:13,1,3-5,"Větší lásky nemá nikdo nad tu, aby kdo položil život svůj za své přátele."
Mt 2:2,1,3-5,"řkouce: „Kde jest ten novorozený král židovský? Neboť viděli jsme hvězdu jeho na východě, i přišli jsme poklonit se jemu.“"
Mt 2:11,1,11-15,"I vešedše do domu, nalezli dítko s Marií, matkou jeho, a padše, klaněli se jemu, a otevřevše poklady své, obětovali mu dary: zlato, kadidlo a myrrhu."
R 8:23,1,3-5,"A nejen ono, nýbrž i my, ač máme prvotiny Ducha, i my sami v sobě sténáme, očekávajíce synovství, (totiž) vykoupení těla svého. "
J 20:22,1,3-5,Po těch slovech na ně dechl a řekl jim: „Přijměte Ducha svatého!
Gn 2:18,1,3-5,Hospodin Bůh také řekl: Není dobře člověku býti sám; učiňme mu pomocnici podobnou jemu.
L 10:27,1,6-10,"On odpověděv, řekl: Milovati budeš Pána Boha svého, z celého srdce svého, a z celé duše své, a ze vší síly své, i ze vší mysli své: a bližního svého jako sebe samého."
L 21:6,1,21+,"„Přijdou dnové, ve kterých z toho, co vidíte, nezůstane kámen na kameni, který by nebyl rozbořen.“"
Mt 6:33,1,21+,"Ale hledejte nejprv království Božího a spravedlnosti jeho, a toto vše bude vám přidáno."
1K 15:54,1,6-10,"Když pak (toto porušitelné tělo obleče neporušítelnost a toto) smrtelné obleče nesmrtelnost, tehdá se naplní to slovo, které jest psáno: „Pohlcena jest smrt ve vítězství."
1K 15:55,1,6-10,"Kde jest, ó smrti, vítězství tvé? Kde jest, ó smrti, osten tvůj?“"
Neh 9:17,1,6-10,"A nechtěli slyšeti, a nerozpomenuli se na divné věci tvé kteréž si byl učinil jim. A zatvrdili šíje své, a dali hlavu aby se navrátili k službě své, jako skrze svár. Ty pak Bože milostivý, dobrotivý a milosrdný, dlouho čekající a mnohého smilování neopustil si jich,"
Ex 20:13/Dt 5:17,1,21+,Nezabiješ.
L 8:5,1,3-5,"Vyšel, kterýž rozsívá, aby rozsíval símě své: a když rozsívá jedno padlo podlé cesty: i pošlapáno jest, a ptáci nebeští zzobali je."
2Tm 2:8,1,3-5,"Pamatuj na Ježíše Krista, jenž jsa z potomstva Davidova, vstal z mrtvých podle evangelia mého, ve kterém snáším utrpení až do vazby jako zločinec;"
2K 11:23,1,3-5,"Služebníky Kristovými jsou? Jako nesmyslný pravím: Já více. V prácech (jsem býval) přehojně, ve vězeních přehojně, v ranách nad míru, v nebezpečenství smrti častokrát."
Sk 2:2,1,6-10,"Tu povstal náhle s nebe hukot, jako když táhne vítr silný, a naplnil dům, kde seděli;"
Sk 2:4,1,6-10,"I naplněni jsou všickni Duchem svatým, a počali mluviti jinými jazyky, jakž ten Duch dával jim vymlouvati."
L 1:35,1,3-5,"A odpověděv Anjel, řekl jí: Duch svatý stoupí v tě, a moc Nejvyššího zastíní tobě: a protož i to což se z tebe Svatého narodí, slouti bude Syn Boží."
L 23:34,1,21+,"Ježíš řekl: „Otče, odpusť jim, vždyť nevědí, co činí.“ Když si chtěli rozděliti mezi sebe jeho šaty, metali losy."
Mt 10:16,1,3-5,"Aj já posílám vás jako ovce mezi vlky: Protož buďte opatrní, jako hadové, a sprostní jako holubice."
2K 6:14,1,3-5,Netáhněte jha s nevěřícími. Nebo jaký jest spolek spravedlnosti s nepravostí? A jaké obcování světla s temnostmi?
Mt 4:9,1,16-20,"a řekl: „Toto všecko tobě dám, jestliže padna, budeš se mi klaněti.“"
J 13:35,1,6-10,"Po tom poznají všichni, že jste učeníci moji, budete-li míti lásku jedni k druhým.“"
1J 5:7,1,3-5,"Jsou zajisté tři, kteří vydávají svědectví na nebi, Otec, Slovo a Duch svatý; a tito tři jedno jsou;"
Mt 22:39,1,21+,Druhé pak jest podobné tomu: Milovati budeš bližního svého jako sebe samého.
J 13:34,1,3-5,"Přikázání nové dávám vám, abyste se milovali vespolek; jako jsem já miloval vás, abyste se i vy milovali vespolek."
Tit 1:2,1,3-5,"k naději v život věčný, který zaslíbil neklamný Bůh před věčnými časy, -"
J 10:11,1,21+,Jáť jsem Pastýř dobrý. Dobry Pastýř duši svou dává za ovce své.
L 2:14,1,21+,"Sláva na výsostech Bohu, a na zemi pokoj, lidem dobrá vůle."
Sk 9:4,1,6-10,"a on pad na zem uslyšel hlas, an k němu praví: „Šavle, Šavle, proč mě pronásleduješ?“"
1Kr 12:4,1,3-5,"Otec tvůj ztížil jho naše; protož nyní polehč služby otce svého tvrdé a břemena jeho těžkého, kteréž vzložil na nás, a budeme tobě sloužiti."
Gn 2:9,1,3-5,"A vyvedl Hospodin Bůh z země všeliký strom na pohledění libý, a ovoce k jídlu chutné; též strom života u prostřed ráje, i strom vědění dobrého a zlého."
Ex 20:5,1,3-5,"Nebudeš se jim klaněti, aniž (jich) ctíti; jáť jsem Hospodin, Bůh tvůj silný a řevnivý, jenž do třetího a čtvrtého kolena stíhá syny za nepravosti těch otců, kteří mne nenávidí,"
Sk 5:29,1,11-15,Petr a apoštolově odpověděli: „Více sluší poslouchati Boha než lidí.
Mt 4:11,1,3-5,"Tedy opustil ho ďábel, a aj, andělé přistoupili a sloužili jemu."
Mt 4:4,1,21+,Kterýž odpovídaje řekl: Psáno-ť jest: Ne samým chlebem živ jest člověk: ale každým slovem kteréž vychází z ust Božích.
L 4:12,1,3-5,„A Ježíš mu odpověděl: „Jest řečeno: Nebudeš pokoušeti Pána Boha svého.“
Mt 4:7,1,3-5,I řekl mu Ježíš: Zase psáno jest: Nebudeš pokoušeti Pána Boha svého.
J 4:24,1,3-5,"Bůh duch jest, a ti, kteříž se jemu modlí, v duchu a v pravdě musejí se modliti."
L 19:46,1,6-10,"řka jim: „Psáno jest: Dům můj jest dům modlitby, vy však jste jej učinili peleší lotrovskou.“"
Z 143:3,1,3-5,"Nebo stihá nepřítel duši mou, potírá až k zemi život můj; na to mne přivodí, abych bydlil v mrákotě, jako ti, kteříž již dávno zemřeli,"
Mt 11:28,1,21+,"„Pojďte ke mně všichni, kteří těžce pracujete a jste přetíženi, a já vám dám odpočinek."
L 9:35,1,3-5,"A hlas přišel z oblaku řkoucí: „Tento jest Syn můj milý, toho poslouchejte.“"
2P 1:17,1,16-20,"Obdržel zajisté od Boha Otce čest i slávu, když se stal k němu takovýto hlas od velikolepé slávy: „Tento jest Syn můj milý, v němž jsem si zalíbil. (Jeho poslouchejte.“)"
L 6:38,1,3-5,"Dávejte a bude vám dáno; míru dobrou a natlačenou a natřesenou a vrchovatou dají do klína vašeho; neboť jakou měrou měříte, takovou bude vám odměřeno.“"
L 18:10,1,3-5,"„Dva lidé vstoupili do chrámu, aby se modlili, jeden fariseus a druhý celník."
L 18:11,1,6-10,"Fariseus postaviv se modlil se sám u sebe takto: ,Bože, děkuji tobě, že nejsem jako jiní lidé, lupiči, nespravedliví, cizoložnici, aneb jako i tento celník."
Mt 23:12,1,6-10,"Kdo se povyšuje, bývá ponížen, kdo se ponižuje, bývá povýšen."
Mt 6:12,1,21+,"A odpusť nám naše viny, jakož i my odpouštíme naším viníkům."
Mt 6:11/L 11:3,1,21+,Chléb náš vezdejší dej nám dnes.
Ex 20:15/Dt 5:19,1,21+,Nepokradeš.
L 18:31,1,3-5,"Potom Ježíš pojav k sobě dvanácte, řekl jim: „Hle vstupujeme do Jerusalema, a dokoná se tam všecko, co psáno jest skrze proroky o Synu člověka;"
L 18:34,1,3-5,"A oni tomu nic nesrozuměli, a bylo slovo to skryto před nimi, a nesrozuměli, co se pravilo."
Z 127:1,1,11-15,"Píseň stupňů, Šalomounova. Nebude-li Hospodin stavěti domu, nadarmo usilují ti, kteříž stavějí jej; nebude-li Hospodin ostříhati města, nadarmo bdí strážný."
Mk 16:16,1,6-10,"Kdo uvěří a bude pokřtěn, bude spasen; kdo neuvěří, bude odsouzen."
Ex 20:12/Dt 5:16/Ef 6:2,1,21+,"Cti otce svého i matku svou, jakož přikázal tobě Hospodin Bůh tvůj, aby se prodleli dnové tvoji, a aby tobě dobře bylo na zemi, kterouž Hospodin Bůh tvůj dá tobě."
J 1:14,1,16-20,"A Slovo Tělem učiněno jest, a přebývalo mezi námi: a viděli sme slávu jeho, slávu jakožto jednorozeného od Otce, plného milosti a pravdy."
Gn 3:19,1,16-20,"V potu tváře jísti budeš chléb, dokud se nevrátíš do země, ze které jsi vzat. Ano, prach jsi, a v prach se navrátíš."
Mt 22:21,1,11-15,"Řkou jemu: „Císařův.“ Tu řekl jim: „Dávejte tedy, co jest císařovo, císaři, a co jest Božího, Bohu.“"
Mt 7:21,1,21+,"Ne každý, kdož mi říká: Pane, Pane, vejde do království nebeského, ale ten, kdož činí vůli Otce mého, kterýž v nebesích jest."
Mk 13:31/Mt 24:35/L 21:33,1,21+,Nebe a země pominou: ale slova má nepominou.
Pr 26:27,1,21+,"Kdo (jinému) jámu kopá, (sám) do ní padá, a kdo valí kámen, bude ním zavalen."
J 6:9,1,3-5,"Jestiť mládenček jeden zde, kterýž má pět chlebů ječných a dvě rybičky. Ale coť jest to mezi tak mnohé?"
Mt 27:25,1,21+,"A odpověděv všecken lid, řekl: Krev jeho na nás, i na naše syny."
Mt 16:24,1,11-15,"Tehdy řekl Ježíš učedlníkům svým: Chce-li kdo za mnou přijíti, zapřiž sebe sám, a vezmi kříž svůj, a následúj mne."
L 13:7,1,3-5,"I řekl vinařovi: »Hle, již tři léta uplynula od té doby, co přicházím hledat ovoce na tomto fíku, ale nenalézám. Vysekni jej! Proč i tu zemi moří?«"
L 13:6,1,3-5,"Pověděl pak toto podobenství: „Kdosi měl fíkový strom štípený ve své vinici, i přišel hledat na něm ovoce, ale nenalezl."
Mt 13:29,1,3-5,"A on pravil: ,Ne, abyste snad trhajíce koukol, nevytrhali spolu s ním i pšenice."
Mt 13:24,1,3-5,"Jiné podobenství předložil jim řka: „Podobné jest království nebeské člověku, který nasel dobrého semene na poli svém;"
Mt 13:30,1,6-10,"Nechte ať obé spolu roste až do žně. A v čas žně dím žencům: Vytrhejte nejprv koukol a svažte jej v snopky k spálení, ale pšenici shromažďte do stodoly mé."
L 9:55,1,3-5,"Ale on obrátiv se, pokáral je řka: „Nevíte, čího ducha jste."
J 6:48,1,3-5,Jáť jsem Chléb života.
J 8:12,1,16-20,"Tu Ježíš mluvil k nim opět řka: „Já jsem světlo světa; kdo mě následuje, nebude choditi ve tmě, nýbrž bude míti světlo života.“"
J 11:25,1,16-20,"Řekl jí Ježíš: „Já jsem vzkříšení a život; kdo věří ve mne, byť i umřel, živ bude,"
L 11:23,1,3-5,"Kdo není se mnou, proti mně jest, a kdo neshromažďuje se mnou, rozptyluje."
Mt 12:30,1,6-10,"Kdož není se mnou, proti mně jest; a kdo neshromažďuje se mnou, rozptylujeť."
Mt 10:34,1,3-5,"„Nedomnívejte se, že jsem přišel uvésti pokoj na zem; nepřišel jsem uvésti pokoj, nýbrž meč."
R 13:14,1,3-5,ale oblečte se v Pána Ježíše Krista. A péče o tělo nemívejte podlé žádostí.
2K 1:2/Fp 1:2/2Te 1:2/1K 1:3/Ef 1:2/Ga 1:3,1,21+,"Milost vám a pokoj od Boha, našeho Otce, a Pána Ježíše Krista, "
Mt 8:25,1,6-10,"I přistoupili k němu učeníci jeho a zbudili ho řkouce: „Pane, zachovej nás, hyneme.“"
J 6:56,1,6-10,"Kdo jí mé tělo a pije mou krev, ve mně přebývá a já v něm."
Mt 16:18,1,21+,"I já pravím tobě: Ty jsi Petr (t. j. skála), a na té skále vzdělám cirkev svou, a brány pekelné jí nepřemohou."
Mt 18:6,1,3-5,"„Kdo by však pohoršil jedno z maličkých těchto, kteří ve mne věří, tomu bylo by lépe, aby kámen mlýnský zavěšen byl na hrdlo jeho a on pohroužen byl do hlubokosti mořské.“"
Mt 23:37,1,3-5,"„Jerusaleme, Jerusaleme, který zabíjíš proroky a kamenuješ ty, kteří jsou posláni k tobě; kolikrát chtěl jsem shromážditi dítky tvé, jako slepice shromažďuje pod křídla kuřátka svá, a nechtěl jsi?"
J 20:23,1,3-5,"kterým odpustíte hříchy, odpouštějí se jim a kterým zadržíte, zadrženy jsou.“"
J 20:21,1,3-5,"Tu řekl jim opět: „Pokoj vám; jako mě poslal Otec, i já posílám vás.“"
Jk 2:8,1,3-5,"Jestliže pak plníte zákon královský podlé písma: Milovati budeš bližního svého, jako sebe samého, dobře činíte."
L 16:9,1,6-10,"I jáť pravím vám: Čiňte sobě přátely z mamony nepravosti, aby, když byste zhynuli, přijali vás do oněch věčných stanů."
Mt 22:42,1,11-15,„Co se vám zdá o Kristu? Čí jest syn? “Řkou jemu: „Davidův.“
Mt 6:9,1,16-20,"A protož vy takto se budete modliti: Otčenáš, jenž jsi na nebesích: posvěť se jméno tvé."
L 9:23,1,6-10,"A řekl ke všem: „Chce-li kdo za mnou přijíti, zapři sebe sám a vezmi kříž svůj každodenně a následuj mne."
Mk 12:30,1,6-10,a milovati budeš Pána Boha svého z celého srdce svého a z celé duše své a ze vší mysli své a ze vší síly své. To jest první přikázání.
1K 13:1,1,3-5,"Kdybych mluvil jazyky lidskými i andělskými, lásky však neměl, byl bych jako měd zvučící a jako zvonec znějící."
Zj 14:13,1,6-10,"I slyšel sem hlas z Nebe řvoucí ke mně: Piš: Blahoslavení mrtví, kteříž v pánu umírají. Již od této chvíle praví Duch, aby odpočinuli od prácí svých: nebo skutkové jejich následují jich."
L 1:42,1,3-5,"I zvolala hlasem velikým a řekla: Požehnaná ty mezi ženami, a požehnaný plod života tvého."
L 2:30,1,3-5,"neboť viděly oči mé spásu tvou,"
J 14:9,1,3-5,"Ježíš řekl jemu: „Tak dlouhý čas jsem s vámi, a nepoznali jste mne, Filipe? Kdo vidí mne, vidí i Otce. Kterak ty pravíš: ,Ukaž nám Otce?‘"
J 16:16,1,3-5,"„Maličko, a již neuzříte mne, a opět maličko, a uzříte mě, poněvadž jdu k Otci.“"
R 13:1,1,3-5,"Každá duše vrchnostem poddána buď. Neboť není vrchnosti, jediné od Boha, a kteréž vrchnosti jsou, od Boha zřízené jsou."
1K 13:2,1,3-5,"A bychť měl proroctví, a povědom byl všelikého tajemství i všelikého umění, a kdybych měl tak velikou víru, že bych hory přenášel, lásky pak kdybych neměl, nic nejsem."
Ef 4:4,1,11-15,"Jest jedno tělo, jeden Duch, jak jste také byli povoláni v jedné naději svého povolání; "
L 11:17,1,6-10,"Ale on znaje myšlení jejich řekl jim: „Každé království proti sobě rozdělené zpustne, a dům na dům padne."
1K 3:11,1,3-5,"Nebo základu jiného žádný položiti nemůž, mimo ten, kterýž položen jest, jenž jest Ježíš Kristus."
Ga 2:20,1,6-10,"S Kristem ukřižován jsem. Živť jsem pak již ne já, ale živ jest ve mně Kristus. Že pak nyní živ jsem v těle, u víře Syna Božího živ jsem, kterýž zamiloval mne, a vydal sebe samého za mne."
Mk 16:17,1,3-5,"Těch pak, kteří uvěří, budou následovati tyto zázraky: Ve jménu mém budou zlé duchy vymítati, novými jazyky mluviti,"
Mt 18:35,1,3-5,"Takť i Otec můj nebeský učiní vám, jestliže neodpustíte jeden každý bratru svému z srdcí svých provinění jejich."
J 11:34,1,6-10,"a zeptal se: „Kam jste jej položili?“ Odpověděli mu: „Pane, pojď se podívat!“"
L 24:26,1,6-10,"Zdaliž nemusil těch věcí trpěti Kristus, a tak vjíti do slávy své?"
Mt 11:29,1,16-20,"Vezměte jho mé na sebe a učte se ode mne, neboť jsem tichý a pokorný srdcem; a naleznete pokoj duším svým;"
Mk 10:23,1,6-10,"A pohleděv vůkol Ježíš, dí učedlníkům svým: Jak nesnadně ti, kteříž statky mají, vejdou do království Božího."
Mt 11:3,1,6-10,"Řekl jemu: Ty-li jsi ten, kterýž přijíti má, čili jiného čekati máme?"
J 1:29,1,16-20,"Druhého dne Jan uzřel Ježíše, an jde k němu; i řekl: „Ejhle Beránek Boží, který snímá hříchy světa."
Mk 15:34,1,16-20,"a v hodinu devátou Ježíš zvolal hlasem velikým: „Eloi, Eloi, lamma sabaktani?“ to jest v překladě: „Bože můj, Bože můj, proč jsi mě opustil?“"
Mt 27:46,1,21+,"Kolem tří hodin vzkřikl Ježíš hlasitě: „Eli, Eli, lema sabachthani?“, to jest „Můj Bože, můj Bože, proč jsi mě opustil?“"
Fp 4:16,1,3-5,"I když jsem byl v Tesalonice, víc než jednou jste mi poslali, čeho jsem potřeboval. "
Mt 18:7,1,6-10,"Běda světu pro pohoršení. Ačkoli musí býti, aby přicházela pohoršení, ale však běda člověku, skrze něhož přichází pohoršení."
L 10:16,1,11-15,"Kdož vás slyší, mne slyší; a kdo vámi pohrdá, mnou pohrdá; kdož pak mnou pohrdá, pohrdáť tím, kdož mne poslal."
Fp 1:10,1,3-5,"byste schvalovali věci lepší, (a to k tomu konci), abyste byli čisti a nepohoršivi ke dni Kristovu,"
Z 25:6,1,3-5,"Rozpomeň se na slitování svá, Hospodine, a na milosrdenství svá, kteráž jsou od věků."
J 17:5,1,3-5,"A nyní oslaviž ty mne, Otče, u sebe samého touž slavou, kterouž jsem měl u tebe, prvé nežli svět byl."
1K 15:20,1,11-15,"Ale Kristus vstal z mrtvých, jako první ze zesnulých. "
Mt 19:12,1,3-5,"Jsouť zajisté panicové, kteříž se tak z života matky zrodili; a jsouť panicové, kteříž učiněni jsou od lidí; a jsouť panicové, kteříž se sami v panictví oddali pro království nebeské. Kdo může pochopiti, pochop."
Mt 12:45,1,21+,"Tehdy jde,"
Mt 6:10,1,21+,"Přiď Království tvé. Buď vůle tvá, jako v Nebi, tak i na zemi."
Mk 2:5,1,6-10,"A Ježíš vida víru jejich, řekl ochrnulému: „Synu, odpouštějí se tobě hříchové tvoji.“"
Z 51:3,1,6-10,"Smiluj se nade mnou, Bože, podlé milosrdenství svého, podlé množství slitování svých shlaď přestoupení má."
Z 50:3,1,6-10,"Smiluj se nade mnou, Bože, podle velkého milosrdenství svého, a podle množství svých slitování zahlaď nepravost mou."
Mt 28:19,1,6-10,"Jděte tedy, získávejte všecky národy za učedníky, křtěte je ve jméno Otce i Syna i Ducha svatého,"
J 2:4,1,3-5,I dí jí ježíš: Co mně o tobě jest ženo? ještě nepřišla hodina má.
Gn 13:8,1,3-5,"Řekl tedy Abram k Lotovi: Prosím, nechť není sváru mezi mnou, a tebou, a mezi pastýři mými, a pastýři tvými: nebo bratří jsme."
1P 3:18,1,11-15,"Nebo i Kristus jedinou za hříchy trpěl, spravedlivý za nespravedlivé, aby nás přivedl k Bohu, umrtven jsa z strany těla, ale obživen Duchem."
R 4:21,1,6-10,"a nabyl pevného přesvědčení, že Bůh jest mocen i učiniti, co slíbil."
L 3:6,1,3-5,a uzři všeliké tělo spaní Boží.
J 13:1,1,6-10,"Před svátkem pak velikonočním, věda Ježíš, že přišla hodina jeho, aby šel z tohoto světa k Otci, milovav své, kteříž byli na světě, až do konce je miloval."
1S 10:24,1,3-5,"I řekl Samuel všemu lidu: Vidíte-li, koho vyvolil Hospodin, žeť mu není podobného ve všem lidu? Protož zkřikl všecken lid, a řekli: Živ buď král!"
2S 16:18,1,3-5,"Chusaj Absalomovi odpověděl: „Nikoli, neboť toho budu a s tím zůstanu, koho vyvolil Hospodin, veškeren tento lid i všecek Israel."
Mt 13:25,1,6-10,"a když lidé spali, přišel jeho nepřítel, nasel koukole mezi pšenici a odešel."
Mt 9:18,1,3-5,"Když k nim ještě mluvil, hle, přišel jeden z předních mužů, poklonil se mu a řekl: „Má dcera právě zemřela; přijď, vlož na ni ruku, a bude živa.“ "
Mk 10:9,1,6-10,"Nuže, co Bůh spojil, člověk nerozlučuj.“"
Gn 3:5,1,6-10,"Ale ví Bůh, že v kterýkoli den z něho jísti budete, otevrou se oči vaše; a budete jako bohové, vědouce dobré i zlé."
J 14:6,1,21+,Ježíš řekl jemu: „Já jsem cesta a pravda a život; nikdo nepřichází k Otci leč jen skrze mne.
Sk 13:6,1,3-5,"A když zchodili ten ostrov až do Páfu, nalezli jakéhos čarodějníka, falešného proroka Žida, jemuž jméno Barjezus,"
Mt 19:17,1,6-10,"On pak řekl jemu: „Co se mě ptáš o dobrém? Jediný jest dobrý, (Bůh). Chceš-li však vejíti do života, zachovávej přikázání.“"
Iz 42:3,1,3-5,"Třtiny nalomené nedolomí, a lnu kouřícího se neuhasí, ale soud podlé pravdy vynášeti bude."
J 13:15,1,6-10,"Příklad zajisté dal sem vám, abyste jako sem já činil vám, i vy též činili."
Mt 16:13,1,3-5,"Přišed pak Ježíš do krajin Caesaree Filipovy, otázal se učeníků svých řka: „Kým praví lidé býti Syna člověka?“"
Ex 20:3/Dt 5:7,1,3-5,Nebudeš míti bohů jiných přede mnou.
Mt 6:24,1,11-15,"Nikdo nemůže dvěma pánům sloužiti; neboť buď bude jednoho nenáviděti a druhého milovati, aneb jednoho se přidrží a druhým pohrdne. Nemůžete Bohu sloužiti a mamoně."
Mt 7:14,1,3-5,"Jak těsná jest brána a úzká cesta, která vede k životu, a málo jest těch, kteří ji nalézají."
Mt 7:16,1,11-15,"po ovocích jejich poznáte je. Zdaliž zbírají z trní hrozny, aneb z bodláčí fíky?"
J 16:23,1,3-5,"A v ten den nebudete se mne tázati o ničemž. Amen, amen pravím vám: Budete-li zač prositi Otce ve jménu mém, dáť vám."
Pr 4:7,1,3-5,"Počátek moudrosti jest: „Získej si moudrost, a za vše jmění své zjednej si opatrnost!"""
Mt 7:1,1,11-15,"Nesuďtež, abyste nebyli souzeni."
L 22:48,1,3-5,"Ale Ježíš řekl jemu: „Jidáši, políbením zrazuješ Syna člověka?“"
Sk 26:2,1,3-5,"„Za šťastného se pokládám, králi Agrippo, že mohu dnes hájiti se před tebou proti všemu tomu, z čeho mě židé obvinují,"
J 16:8,1,3-5,"A on když přijde, trestati bude svět z hříchu, a z spravedlnosti, a z soudu."
1Tm 2:4,1,6-10,"Kterýž chce, aby všickni lidé spaseni byli, a k známosti pravdy přišli."
J 3:15,1,11-15,"Aby každý, kdož věří v něho, nezahynul, ale měl život věčný."
R 10:11,1,3-5,"Neboť písmo praví: „Žádný, kdo v něho věří, nebude zahanben.“ "
R 2:6,1,6-10,"Kterýž odplatí jednomu každému podlé skutků jeho,"
L 17:22,1,3-5,"I řekl ke svým učeníkům: „Přijdou dnové, kdy budete toužiti, abyste viděli jeden den Syna člověka, a neuvidíte."
J 19:11,1,3-5,"Ježíš odpověděl: „Neměl bys nade mnou pražádné moci, kdyby ti nebyla dána shůry. Proto větší vinu má ten, kdo ti mě vydal.“"
Iz 61:9,1,3-5,"I známo bude mezi pohany plémě jejich, potomstvo jejich uprostřed národů; všichni, kteří je uzří, poznají je: „Tito jsou plémě, jemuž Hospodin žehná!"""
Mt 6:13,1,21+,A neuvoď nás v pokušení. Ale zbav nás od zlého. Amen.
1Te 5:9,1,3-5,"nebo nepostavil nás Bůh k hněvu, ale k nabytí spasení, skrze Pána našeho Ježíše Krista,"
L 22:19,1,6-10,"A vzav chléb, učinil díky a rozlámav jej, dal jim řka: „Toto jest tělo mé, které se za vás vydává; to čiňte na mou památku.“"
