,size,Group,Verse text
Mt 28:20,1,Evangelia,"Učíce je zachovávati všecko, což jsem koli přikázal vám. A aj, já s vámi jsem po všecky dny, až do skonání světa. Amen."
Mt 5:3,1,Evangelia,"Blahoslavení chudí duchem, nebo jejich jest království nebeské."
Iz 55:8,1,Starý zákon,"Nejsouť myšlení má, myšlení vaše, ani cesty vaše, cesty mé – dí Pán."
Z 23:4,1,Starý zákon,"Byť mi se dostalo jíti přes údolí stínu smrti, nebuduť se báti zlého, nebo ty se mnou jsi; prut tvůj a hůl tvá, toť mne potěšuje."
Jk 1:3,1,Nový zákon,"buďte jisti, že vaše víra, bude-li vytříbením osvědčena, způsobí vytrvalost. "
J 16:33,1,Evangelia,"Tyto věci mluvil jsem vám, abyste ve mně pokoj měli. Na světě ssoužení míti budete, ale doufejtež, jáť jsem přemohl svět."
J 16:2,1,Evangelia,"Z náboženské obce své vyloučí vás, ano přichází hodina, že každý, kdo vás zabije, bude se domnívati, že tím Bohu slouží."
J 3:17,1,Evangelia,"Vždyť Bůh neposlal Syna svého na svět, aby soudil svět, nýbrž aby spasen byl svět skrze něho."
Mt 5:7,1,Evangelia,"Blahoslavení milosrdní, neboť oni milosrdenství dojdou."
L 5:26,1,Evangelia,"Všech se zmocnil úžas a oni velebili Boha, byli naplněni strachem a říkali; „Dnes jsme uviděli neuvěřitelnou věc.“"
Mk 2:11,1,Evangelia,"„Tobě pravím: ,Vstaň, vezmi lože své a jdi do domu svého.“"
Mt 23:23,1,Evangelia,"Běda vám, pokrytečtí zákoníci a farizeové! Dáváte desátky z máty, z kopru a z kmínu, ale zanedbáváte důležitější předpisy zákona, totiž spravedlnost, milosrdenství a věrnost. Toto je nutno činiti, ale onoho nezanedbávati. -"
Ez 20:13,1,Starý zákon,"Ale dům Israelův mne popouzel na poušti, v příkazech mých nechodil, zavrhli má ustanovení, skrze která živ bude člověk činící je; soboty mé poskvrnili náramně; proto řekl jsem, že vyleji hněv svůj na ně na poušti, že je zahladím docela."
Gn 2:23,1,Starý zákon,"I řekl Adam: Teď tato jest kost z kostí mých a tělo z těla mého; tato slouti bude mužatka, nebo z muže vzata jest."
Sk 19:4,1,Nový zákon,"I řekl Pavel: „Jan křtil křtem pokání, říkaje lidu, aby uvěřili v toho, jenž přijde po něm, to jest v Ježíše.“"
Sk 8:19,1,Nový zákon,"a řekl: „Dejte i mně tuto moc, aby ten, na koho složím ruce, přijal Ducha svatého.“"
Sk 19:6,1,Nový zákon,"A když Pavel vložil na ně ruce, přišel na ně Duch svatý; i mluvili jazyky a prorokovali."
Mt 27:38,1,Evangelia,"Potom ukřižovali s ním dva lotry, jednoho na pravici, druhého na levici."
Pr 19:17,1,Starý zákon,"Půjčuje Hospodinu, kdo se nad chudým smilovává; a on jemu (co půjčeno) zase vrátí."
Am 8:12,1,Starý zákon,"Tak že toulati se budou od moře až k moři, a od půlnoci až na východ běhati, hledajíce slova Hospodinova, však nenajdou."
Jr 9:25,1,Starý zákon,"Aj, dnové jdou, praví Hospodin, v nichž navštívím každého, obřezaného i neobřezaného,"
Sk 13:22,1,Nový zákon,"Pak jej sesadil a povznesl jim za krále Davida, o němž vydal svědectví: »Nalezl jsem Davida, syna Jesse, muže podle svého srdce, který splní všecku mou vůli.«"
J 10:16,1,Evangelia,"Mám ještě jiné ovce, které nejsou z tohoto ovčince; i ty musím přivésti, a hlas můj slyšeti budou, a bude jeden ovčinec a jeden pastýř."
J 3:16,1,Evangelia,"Nebo tak Bůh miloval svět, že Syna svého jednorozeného dal, aby každý, kdož věří v něho, nezahynul, ale měl život věčný."
L 10:23,1,Evangelia,"A obrátiv se k učeníkům svým pravil: „Blahoslavené oči, které vidí, co vy vidíte."
Mk 11:10,1,Evangelia,"Požehnaný, jenž se béře ve jménu páně: Požehnané kteréž přišlo Království otce našeho Davida: Hosanna na výsostech."
Zj 7:9,1,Nový zákon,"Potom sem viděl zástup veliký, kteréhož žádný přečísti nemohl, ze všech národů a pokolení, a lidí, i jazyků: ani stojí před trůnem, a před obličejem Beránka, souce oblečeni v bílá roucha: a palmy v rukou jejich:"
L 23:43,1,Evangelia,"I řekl mu Ježíš: Amen pravím tobě, dnes budeš semnou v Ráji."
Fp 2:10,1,Nový zákon,"aby ve jménu Ježíše každé koleno klekalo Nebeských, Zemských, i Pekelních;"
Nu 20:6,1,Starý zákon,"Mojžíš a Áron nechavše lid, vešli do stánku úmluvy, padli na tvář až k zemi [a volali k Hospodinu: Hospodine, Bože, uslyš křik tohoto lidu a otevři jim poklad svůj, studnici vody živé, aby, když se napijí, přestali reptati]. Tu se nad nimi ukázala velebnost Hospodinova"
Z 118:19,1,Starý zákon,"Otevřetež mi brány spravedlnosti, a vejda do nich, oslavovati budu Hospodina."
L 9:22,1,Evangelia,„Syn člověka musí mnoho trpěti a zavržen býti od starších a velekněží i zákoníkův a býti zabit a třetího dne vstáti z mrtvých.“
Mt 17:3,1,Evangelia,"A aj, ukázali se jim Mojžíš a Eliáš, rozmlouvající s ním."
Mt 17:4,1,Evangelia,"Petr pak promluviv řekl Ježíšovi: „Pane, dobře jest nám zde býti; chceš-li, udělejme tu tři stánky, tobě jeden, Mojžíšovi jeden a Eliášovi jeden.“"
1S 21:7,1,Starý zákon,"Toho dne byl tu muž jeden ze služebníků Saulových, uvnitř, ve stánku Hospodinově; a jméno jeho Doeg, Edomec, vrchní Saulových pastýřů. – "
1K 11:27,1,Nový zákon,"A protož kdokoli jedl by chléb tento, a pil kalich Páně nehodně, vinen bude tělem a krví Páně."
Mt 20:23,1,Evangelia,"Dí jim: „Kalich můj sice píti budete, seděti však na pravici neb na levici mé není mojí věci dáti (vám), nýbrž těm, jimž připraveno jest od Otce mého.“"
J 15:18,1,Evangelia,"Jestliže svět vás nenávidí, vězte, že mne nenáviděl prve nežli vás."
L 5:23,1,Evangelia,"Co je snadnější říci: »Tvé hříchy jsou ti odpuštěny«, či říci: »Vstaň a choď«? "
Da 14:37,1,Starý zákon,"Daniel řekl: „Rozpomněl ses na mne, Bože, a neopustil jsi milujících tebe!"""
1K 13:5,1,Nový zákon,"není ctižádostivá, nehledá svého prospěchu, neroztrpčuje se, nemyslí o zlém,"
J 15:5,1,Evangelia,"Já jsem vinný kmen a vy ratolesti. Kdo zůstává ve mně, a já v něm, ten nese ovoce mnohé; nebo beze mne nic nemůžete učiniti."
Ex 12:14,1,Starý zákon,"Den tento bude vám dnem památným; bude vám svátkem na věky, který slaviti budete ve (všech) svých pokoleních."
Mk 5:41,1,Evangelia,"A vzav dívku za ruku, řekl jí: „Talítha, kúmi,“ to jest v překladě: „Dívko, (tobě pravím), vstaň.“"
Sk 18:17,1,Nový zákon,"A tu všickni uchopili Sostena, představeného synagogy, a bili ho před soudnou stolicí, ale Galllo nic na to nedbal."
Mt 18:33,1,Evangelia,"neměl jsi tedy také ty slitovati se nad spoluslužebníkem svým, jako i já slitoval jsem se nad tebou?‘"
Mt 5:16,1,Evangelia,"Tak svěť světlo vaše před lidmi, ať vidí skutky vaše dobré, a slaví Otce vašeho, kterýž jest v nebesích."
J 1:19,1,Evangelia,"A totoť jest svědectví Janovo, když poslali Židé z Jeruzaléma Kněží a Jahny k němu, aby se ho tázali: Ty kdo jsi?"
J 15:13,1,Evangelia,"Větší lásky nemá nikdo nad tu, aby kdo položil život svůj za své přátele."
Nu 24:17,1,Starý zákon,"Uzřímť jej, ale ne nyní, pohledím na něj, ale ne z blízka. Vyjdeť hvězda z Jákoba, a povstane berla z Izraele, kteráž poláme knížata Moábská, a zkazí všecky syny Set."
Mt 2:2,1,Evangelia,"řkouce: „Kde jest ten novorozený král židovský? Neboť viděli jsme hvězdu jeho na východě, i přišli jsme poklonit se jemu.“"
Mt 2:8,1,Evangelia,"A propouštěje je do Betléma, řekl: Jděte, a ptejte se pilně na dítě, a když naleznete, zvěstújtež mi, abych i já přijda klaněl se jemu."
Mt 2:11,1,Evangelia,"I vešedše do domu, nalezli dítko s Marií, matkou jeho, a padše, klaněli se jemu, a otevřevše poklady své, obětovali mu dary: zlato, kadidlo a myrrhu."
R 8:23,1,Nový zákon,"A nejen ono, nýbrž i my, ač máme prvotiny Ducha, i my sami v sobě sténáme, očekávajíce synovství, (totiž) vykoupení těla svého. "
Ef 4:5,1,Nový zákon,"jeden Pán, jedna víra, jeden křest; "
Iz 65:17,1,Starý zákon,"Nebo aj, já stvořím nebesa nová a zemi novou, a nebudou připomínány první věci, aniž vstoupí na srdce."
2P 3:10,1,Nový zákon,"Přijde však den Páně jako zloděj, a v něm nebesa s velikým hukotem pominou, základy pak žárem se rozpustí a země i díla, která jsou na ní, shoří."
L 21:28,1,Evangelia,"Když pak se to počne díti, pohleďte vzhůru a pozdvihněte hlav svých, neboť se přibližuje vykoupení vaše.“"
J 20:22,1,Evangelia,Po těch slovech na ně dechl a řekl jim: „Přijměte Ducha svatého!
Gn 2:18,1,Starý zákon,Hospodin Bůh také řekl: Není dobře člověku býti sám; učiňme mu pomocnici podobnou jemu.
L 10:27,1,Evangelia,"On odpověděv, řekl: Milovati budeš Pána Boha svého, z celého srdce svého, a z celé duše své, a ze vší síly své, i ze vší mysli své: a bližního svého jako sebe samého."
L 21:6,1,Evangelia,"„Přijdou dnové, ve kterých z toho, co vidíte, nezůstane kámen na kameni, který by nebyl rozbořen.“"
Jr 32:41,1,Starý zákon,"Bude mou radostí, když jim budu dobře činiti, a štípiti je budu v zemi této věrně, celým srdcem svým a celou duší svou."
Mt 10:37,1,Evangelia,"Kdo má rád otce nebo matku více než mne, není mne hoden; kdo má rád syna nebo dceru více než mne, není mne hoden;"
Mt 6:33,1,Evangelia,"Ale hledejte nejprv království Božího a spravedlnosti jeho, a toto vše bude vám přidáno."
1K 15:54,1,Nový zákon,"Když pak (toto porušitelné tělo obleče neporušítelnost a toto) smrtelné obleče nesmrtelnost, tehdá se naplní to slovo, které jest psáno: „Pohlcena jest smrt ve vítězství."
1K 15:55,1,Nový zákon,"Kde jest, ó smrti, vítězství tvé? Kde jest, ó smrti, osten tvůj?“"
Neh 9:17,1,Starý zákon,"A nechtěli slyšeti, a nerozpomenuli se na divné věci tvé kteréž si byl učinil jim. A zatvrdili šíje své, a dali hlavu aby se navrátili k službě své, jako skrze svár. Ty pak Bože milostivý, dobrotivý a milosrdný, dlouho čekající a mnohého smilování neopustil si jich,"
L 8:5,1,Evangelia,"Vyšel, kterýž rozsívá, aby rozsíval símě své: a když rozsívá jedno padlo podlé cesty: i pošlapáno jest, a ptáci nebeští zzobali je."
2Tm 2:9,1,Nový zákon,avšak slovo Boží není přivázáno.
2Tm 2:8,1,Nový zákon,"Pamatuj na Ježíše Krista, jenž jsa z potomstva Davidova, vstal z mrtvých podle evangelia mého, ve kterém snáším utrpení až do vazby jako zločinec;"
2K 11:23,1,Nový zákon,"Služebníky Kristovými jsou? Jako nesmyslný pravím: Já více. V prácech (jsem býval) přehojně, ve vězeních přehojně, v ranách nad míru, v nebezpečenství smrti častokrát."
Sk 2:2,1,Nový zákon,"Tu povstal náhle s nebe hukot, jako když táhne vítr silný, a naplnil dům, kde seděli;"
Sk 2:4,1,Nový zákon,"I naplněni jsou všickni Duchem svatým, a počali mluviti jinými jazyky, jakž ten Duch dával jim vymlouvati."
Sk 26:25,1,Nový zákon,"Ale Pavel řekl: „Neblázním, velmožný Feste, nýbrž mluvím slova pravdy a střízlivosti."
L 12:49,1,Evangelia,"„Oheň na zem pustit jsem přišel, a co chci (jiného), než aby se vznítil?"
L 1:35,1,Evangelia,"A odpověděv Anjel, řekl jí: Duch svatý stoupí v tě, a moc Nejvyššího zastíní tobě: a protož i to což se z tebe Svatého narodí, slouti bude Syn Boží."
L 23:34,1,Evangelia,"Ježíš řekl: „Otče, odpusť jim, vždyť nevědí, co činí.“ Když si chtěli rozděliti mezi sebe jeho šaty, metali losy."
Sk 7:60,1,Nový zákon,"A poklek na kolena, zvolal hlasem velikým: Pane, nepokládej jim toho za hřích. A to pověděv, usnul."
Mt 10:16,1,Evangelia,"Aj já posílám vás jako ovce mezi vlky: Protož buďte opatrní, jako hadové, a sprostní jako holubice."
2K 6:14,1,Nový zákon,Netáhněte jha s nevěřícími. Nebo jaký jest spolek spravedlnosti s nepravostí? A jaké obcování světla s temnostmi?
Mt 4:9,1,Evangelia,"a řekl: „Toto všecko tobě dám, jestliže padna, budeš se mi klaněti.“"
J 13:35,1,Evangelia,"Po tom poznají všichni, že jste učeníci moji, budete-li míti lásku jedni k druhým.“"
Ex 20:2/Dt 5:6,1,Desatero,"Já jsem Hospodin Bůh tvůj, kterýž jsem tě vyvedl z země Egyptské z domu služby."
1J 5:7,1,Nový zákon,"Jsou zajisté tři, kteří vydávají svědectví na nebi, Otec, Slovo a Duch svatý; a tito tři jedno jsou;"
Mt 22:39,1,Evangelia,Druhé pak jest podobné tomu: Milovati budeš bližního svého jako sebe samého.
J 13:34,1,Evangelia,"Přikázání nové dávám vám, abyste se milovali vespolek; jako jsem já miloval vás, abyste se i vy milovali vespolek."
Tit 1:2,1,Nový zákon,"k naději v život věčný, který zaslíbil neklamný Bůh před věčnými časy, -"
Mt 25:43,1,Evangelia,"hostem jsem byl a nepřijali jste mne, nah jsem byl a nepřioděli jste mne, nemocen a v žaláři jsem byl a nenavštívili jste mne.‘"
J 10:11,1,Evangelia,Jáť jsem Pastýř dobrý. Dobry Pastýř duši svou dává za ovce své.
L 15:19,1,Evangelia,již nejsem hoden slouti synem tvým. Učiň mne jako jednoho ze svých dělníků.‘
L 2:14,1,Evangelia,"Sláva na výsostech Bohu, a na zemi pokoj, lidem dobrá vůle."
Sk 9:4,1,Nový zákon,"a on pad na zem uslyšel hlas, an k němu praví: „Šavle, Šavle, proč mě pronásleduješ?“"
1Kr 12:4,1,Starý zákon,"Otec tvůj ztížil jho naše; protož nyní polehč služby otce svého tvrdé a břemena jeho těžkého, kteréž vzložil na nás, a budeme tobě sloužiti."
2Pa 10:4,1,Starý zákon,"Otec tvůj stížil jho naše, protož nyní polehč služby otce svého tvrdé a břemene jeho těžkého, kteréž vložil na nás, a budeme tobě sloužiti."
Gn 2:9,1,Starý zákon,"A vyvedl Hospodin Bůh z země všeliký strom na pohledění libý, a ovoce k jídlu chutné; též strom života u prostřed ráje, i strom vědění dobrého a zlého."
Ex 20:5,1,Desatero,"Nebudeš se jim klaněti, aniž (jich) ctíti; jáť jsem Hospodin, Bůh tvůj silný a řevnivý, jenž do třetího a čtvrtého kolena stíhá syny za nepravosti těch otců, kteří mne nenávidí,"
Jl 1:14,1,Starý zákon,"Uložte půst, svolejte shromáždění, shromažďte starší i všecky obyvatele země do domu Hospodina Boha vašeho, a volejte k Hospodinu:"
Sk 5:29,1,Nový zákon,Petr a apoštolově odpověděli: „Více sluší poslouchati Boha než lidí.
J 8:32,1,Evangelia,"a poznáte pravdu, a pravda vás osvobodí.“"
Sir 34:9,1,Deuterokanonické knihy,"Kdo není zkušen co umí? Muž v mnohých věcechzkušený, mnohé věci přemejšleti bude: a kdo mnohé věci se naučil, vypravovati bude rozum."
Mt 4:11,1,Evangelia,"Tedy opustil ho ďábel, a aj, andělé přistoupili a sloužili jemu."
Mt 4:4,1,Evangelia,Kterýž odpovídaje řekl: Psáno-ť jest: Ne samým chlebem živ jest člověk: ale každým slovem kteréž vychází z ust Božích.
Mt 4:3,1,Evangelia,"A přistoupiv k němu pokušitel, řekl: Jsi-li Syn Boží, rciž, ať kamení toto chlebové jsou."
L 4:12,1,Evangelia,„A Ježíš mu odpověděl: „Jest řečeno: Nebudeš pokoušeti Pána Boha svého.“
Mt 4:7,1,Evangelia,I řekl mu Ježíš: Zase psáno jest: Nebudeš pokoušeti Pána Boha svého.
Ga 3:10,1,Nový zákon,"Všichni zajisté, kteří jsou ze skutků zákona, jsou pod zlořečenstvím, neboť jest psáno: „Zlořečen (jest) každý, kdo nesetrvá ve všem, co jest psáno v knize zákona, aby to činil.“"
J 4:23,1,Evangelia,"Ale jdeť hodina, a nyníť jest, kdyžto praví modlitebníci modliti se budou Otci v duchu a v pravdě. Neboť takových Otec hledá, aby se modlili jemu."
J 4:24,1,Evangelia,"Bůh duch jest, a ti, kteříž se jemu modlí, v duchu a v pravdě musejí se modliti."
L 19:46,1,Evangelia,"řka jim: „Psáno jest: Dům můj jest dům modlitby, vy však jste jej učinili peleší lotrovskou.“"
L 11:43,1,Evangelia,"Běda vám farizeům, nebo milujete první stolice v školách, a pozdravování na rynku."
Ef 6:13,1,Nový zákon,"Proto vezměte plnou zbroj Boží, abyste mohli odolati v den zlý a vykonajíce všecko státi (vítězně)."
Ef 6:16,1,Nový zákon,"vezmouce ke všemu tomu štít víry, kterým byste mohli uhasiti všecky ohnivé šípy nešlechetníkovy,"
Z 143:3,1,Starý zákon,"Nebo stihá nepřítel duši mou, potírá až k zemi život můj; na to mne přivodí, abych bydlil v mrákotě, jako ti, kteříž již dávno zemřeli,"
Z 28:9,1,Starý zákon,"Spas lid svůj, Hospodine, a požehnej dědictví svému, a pas je, i vyvyš je až na věky."
Mt 11:28,1,Evangelia,"„Pojďte ke mně všichni, kteří těžce pracujete a jste přetíženi, a já vám dám odpočinek."
L 9:35,1,Evangelia,"A hlas přišel z oblaku řkoucí: „Tento jest Syn můj milý, toho poslouchejte.“"
2P 1:17,1,Nový zákon,"Obdržel zajisté od Boha Otce čest i slávu, když se stal k němu takovýto hlas od velikolepé slávy: „Tento jest Syn můj milý, v němž jsem si zalíbil. (Jeho poslouchejte.“)"
L 6:38,1,Evangelia,"Dávejte a bude vám dáno; míru dobrou a natlačenou a natřesenou a vrchovatou dají do klína vašeho; neboť jakou měrou měříte, takovou bude vám odměřeno.“"
L 18:10,1,Evangelia,"„Dva lidé vstoupili do chrámu, aby se modlili, jeden fariseus a druhý celník."
L 18:11,1,Evangelia,"Fariseus postaviv se modlil se sám u sebe takto: ,Bože, děkuji tobě, že nejsem jako jiní lidé, lupiči, nespravedliví, cizoložnici, aneb jako i tento celník."
Nu 15:28,1,Starý zákon,"I očistí kněz duši pobloudilou, kteráž zhřešila poblouzením před Hospodinem; očistí ji, a budeť jí odpuštěno."
Mt 23:12,1,Evangelia,"Kdo se povyšuje, bývá ponížen, kdo se ponižuje, bývá povýšen."
1K 9:27,1,Nový zákon,"27.ale tresci tělo své, a v služebnost podrobuji: abych snad sám ješto sem jiným kázal, zavrženým nebyl učiněn."
Mt 6:12,1,Evangelia,"A odpusť nám naše viny, jakož i my odpouštíme naším viníkům."
Mt 6:11/L 11:3,1,Evangelia,Chléb náš vezdejší dej nám dnes.
Ex 20:15/Dt 5:19,1,Desatero,Nepokradeš.
L 18:31,1,Evangelia,"Potom Ježíš pojav k sobě dvanácte, řekl jim: „Hle vstupujeme do Jerusalema, a dokoná se tam všecko, co psáno jest skrze proroky o Synu člověka;"
L 18:34,1,Evangelia,"A oni tomu nic nesrozuměli, a bylo slovo to skryto před nimi, a nesrozuměli, co se pravilo."
Z 127:1,1,Starý zákon,"Píseň stupňů, Šalomounova. Nebude-li Hospodin stavěti domu, nadarmo usilují ti, kteříž stavějí jej; nebude-li Hospodin ostříhati města, nadarmo bdí strážný."
L 14:23,1,Evangelia,"Tedy řekl pán služebníku: Vyjdiž na cesty a mezi ploty, a přinuť vjíti, ať se naplní dům můj."
Mk 16:16,1,Evangelia,"Kdo uvěří a bude pokřtěn, bude spasen; kdo neuvěří, bude odsouzen."
Sk 13:44,1,Nový zákon,"Příští soboty se shromáždilo skoro celé město, aby slyšeli slovo Boží."
1J 3:14,1,Nový zákon,"My víme, že jsme přešli ze smrti do života, neboť milujeme bratry; kdo nemiluje, zůstává ve smrti."
1J 3:15,1,Nový zákon,"Každý, kdož nenávidí bratra svého, vražedlník jest, a víte, že žádný vražedlník nemá života věčného v sobě zůstávajícího."
Mt 6:23,1,Evangelia,"je-li však oko tvé špatné, celé tělo tvé bude tmavým. Jestliže tedy světlo, které jest v tobě, tmou jest, jak veliká bude tma sama?"
Ex 20:12/Dt 5:16/Ef 6:2,1,Desatero,"Cti otce svého i matku svou, jakož přikázal tobě Hospodin Bůh tvůj, aby se prodleli dnové tvoji, a aby tobě dobře bylo na zemi, kterouž Hospodin Bůh tvůj dá tobě."
J 1:14,1,Evangelia,"A Slovo Tělem učiněno jest, a přebývalo mezi námi: a viděli sme slávu jeho, slávu jakožto jednorozeného od Otce, plného milosti a pravdy."
Gn 3:19,1,Starý zákon,"V potu tváře jísti budeš chléb, dokud se nevrátíš do země, ze které jsi vzat. Ano, prach jsi, a v prach se navrátíš."
Mt 22:21,1,Evangelia,"Řkou jemu: „Císařův.“ Tu řekl jim: „Dávejte tedy, co jest císařovo, císaři, a co jest Božího, Bohu.“"
Kaz 3:1,1,Starý zákon,"Všecko má svůj čas, a svým vyměřeným během jdou všecky věci pod sluncem:"
J 1:45,1,Evangelia,"Filip nalezne Natanaela a řekne mu: „Nalezli jsme toho, o kterém psal Mojžíš v zákoně a proroci, - Ježíše, syna Jozefova z Nazareta.“"
Mt 7:21,1,Evangelia,"Ne každý, kdož mi říká: Pane, Pane, vejde do království nebeského, ale ten, kdož činí vůli Otce mého, kterýž v nebesích jest."
J 6:5,1,Evangelia,"Tedy Ježíš pozdvih oči a spatřiv, že zástup veliký jde k němu, pravil k Filipovi: „Odkud nakoupíme chlebů, aby pojedli tito?“"
Mk 13:31/Mt 24:35/L 21:33,1,Evangelia,Nebe a země pominou: ale slova má nepominou.
Pr 26:27,1,Starý zákon,"Kdo (jinému) jámu kopá, (sám) do ní padá, a kdo valí kámen, bude ním zavalen."
J 6:9,1,Evangelia,"Jestiť mládenček jeden zde, kterýž má pět chlebů ječných a dvě rybičky. Ale coť jest to mezi tak mnohé?"
2Kr 22:3,1,Starý zákon,"Stalo se pak osmnáctého léta krále Joziáše, že poslal král Safana syna Azaliášova, syna Mesullamova, písaře, do domu Hospodinova, řka:"
Jk 1:22,1,Nový zákon,"Buďtež pak činitelé slova, a ne posluchači toliko, oklamávajíce sami sebe."
Mt 16:23,1,Evangelia,"Kterýžto obrátiv se, řekl Petrovi: Jdi za mnou, satane, ku pohoršení jsi mi; nebo nechápáš těch věcí, kteréž jsou Boží, ale kteréž jsou lidské."
1K 15:33,1,Nový zákon,Nedejte se klamati! »Špatná společnost kazí dobrý mrav«. 
Mt 27:25,1,Evangelia,"A odpověděv všecken lid, řekl: Krev jeho na nás, i na naše syny."
Jr 42:12,1,Starý zákon,"Nadto způsobím vám milost, aby se slitoval nad vámi, a dal se vám navrátiti do země vaší."
Mt 16:24,1,Evangelia,"Tehdy řekl Ježíš učedlníkům svým: Chce-li kdo za mnou přijíti, zapřiž sebe sám, a vezmi kříž svůj, a následúj mne."
L 13:7,1,Evangelia,"I řekl vinařovi: »Hle, již tři léta uplynula od té doby, co přicházím hledat ovoce na tomto fíku, ale nenalézám. Vysekni jej! Proč i tu zemi moří?«"
L 13:6,1,Evangelia,"Pověděl pak toto podobenství: „Kdosi měl fíkový strom štípený ve své vinici, i přišel hledat na něm ovoce, ale nenalezl."
L 13:8,1,Evangelia,"On pak odpovídaje dí jemu: Pane, ponechejž ho i tohoto léta, až-ť jej okopám, a ohnojím:"
Mt 13:29,1,Evangelia,"A on pravil: ,Ne, abyste snad trhajíce koukol, nevytrhali spolu s ním i pšenice."
Mt 13:24,1,Evangelia,"Jiné podobenství předložil jim řka: „Podobné jest království nebeské člověku, který nasel dobrého semene na poli svém;"
Mt 13:30,1,Evangelia,"Nechte ať obé spolu roste až do žně. A v čas žně dím žencům: Vytrhejte nejprv koukol a svažte jej v snopky k spálení, ale pšenici shromažďte do stodoly mé."
L 9:55,1,Evangelia,"Ale on obrátiv se, pokáral je řka: „Nevíte, čího ducha jste."
J 6:48,1,Evangelia,Jáť jsem Chléb života.
J 8:12,1,Evangelia,"Tu Ježíš mluvil k nim opět řka: „Já jsem světlo světa; kdo mě následuje, nebude choditi ve tmě, nýbrž bude míti světlo života.“"
J 11:25,1,Evangelia,"Řekl jí Ježíš: „Já jsem vzkříšení a život; kdo věří ve mne, byť i umřel, živ bude,"
L 11:23,1,Evangelia,"Kdo není se mnou, proti mně jest, a kdo neshromažďuje se mnou, rozptyluje."
Mt 12:30,1,Evangelia,"Kdož není se mnou, proti mně jest; a kdo neshromažďuje se mnou, rozptylujeť."
Mt 10:34,1,Evangelia,"„Nedomnívejte se, že jsem přišel uvésti pokoj na zem; nepřišel jsem uvésti pokoj, nýbrž meč."
L 12:51,1,Evangelia,"Myslíte, že jsem přišel dáti pokoj na zem? Nikoliv, pravím vám, nýbrž rozdvojení;"
R 13:14,1,Nový zákon,ale oblečte se v Pána Ježíše Krista. A péče o tělo nemívejte podlé žádostí.
2K 1:2/Fp 1:2/2Te 1:2/1K 1:3/Ef 1:2/Ga 1:3,1,Nový zákon,"Milost vám a pokoj od Boha, našeho Otce, a Pána Ježíše Krista, "
2S 18:33,1,Starý zákon,"I zarmoutil se král, a vstoupiv do horního pokoje na bráně, plakal a jda, mluvil takto: Synu můj Absolone, synu můj, synu můj Absolone! Ó kdybych byl umřel za tebe, Absolone synu můj, synu můj!"
Mt 8:25,1,Evangelia,"I přistoupili k němu učeníci jeho a zbudili ho řkouce: „Pane, zachovej nás, hyneme.“"
L 8:10,1,Evangelia,"A on řekl: Vám dáno jest znáti tajemství království Božího, ale jiným v podobenství, aby hledíce, neviděli, a slyšíce, nerozuměli."
J 6:56,1,Evangelia,"Kdo jí mé tělo a pije mou krev, ve mně přebývá a já v něm."
